policy_id,nome,nivel,tipo_beneficio,responsavel,descricao,criterios,legislacao_titulo,legislacao_url,info_url,phone,email,contact_site,financas_resumo,subprogramas,como_acessar
POL017,Plano Nacional da Pesca Artesanal,Nacional,plano estruturante de políticas públicas,MPA,"Conjunto de ações governamentais voltadas ao fortalecimento da pesca artesanal, assegurando acesso a crédito, assistência técnica, infraestrutura, mercados institucionais (PAA/PNAE) e políticas sociais (Seguro-Defeso, previdência)","- Ser pescador/a artesanal (obrigatório)
- Organização comunitária (obrigatório)
- RGP ativo (obrigatório)
- Declaração da colônia/associação (obrigatório)
- Participar de cadastros do plano (obrigatório)
- Inserção em ações do plano",Portaria MPA nº 269/2024 (institui o PNPA),https://www.in.gov.br/en/web/dou/-/portaria-n-269-de-11-de-junho-de-2024-571014365,https://www.gov.br/mpa/pt-br/assuntos/pesca/pesca-artesanal,(61) 2020-6300,ouvidoria@mpa.gov.br,https://www.gov.br/mpa,,,Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2020-6300. E-mails: ouvidoria@mpa.gov.br.
POL005,Plano Nacional de Desenvolvimento da Aquicultura e da Pesca (PNDAP),Nacional,plano setorial / política de fomento,MPA,"Diretrizes nacionais para o desenvolvimento sustentável da pesca e aquicultura; integra ações de crédito, assistência técnica, ordenamento, capacitação e infraestrutura","- Envolvimento no setor pesqueiro/aquícola (obrigatório)
- Participação em conselhos e fóruns
- Projeto/Plano técnico (obrigatório)
- Acompanhar editais PNDAP (obrigatório)
- Participar de capacitações
- Inserção institucional (obrigatório)
- Assento em conselho gestor
- Projeto de PD&I (obrigatório)",Portaria MAPA nº 425/2022 (institui GT para o Plano Nacional de Desenvolvimento da Aquicultura – PNDA),https://www.gov.br/agricultura/pt-br/assuntos/aquicultura-e-pesca/arquivos-aquicultura/portaria-mapa-425-2022.pdf,https://www.gov.br/mpa/pt-br,(61) 2020-6300,ouvidoria@mpa.gov.br,https://www.gov.br/mpa,,"Eixo 1 Governança e Fortalecimento Institucional, Eixo 2 PD&I e Extensão Rural, Eixo 3 Meio Ambiente e Desenvolvimento Sustentável, Eixo 4 Desenvolvimento da Competitividade do Mercado Interno e Externo, Eixo 5 Estrutura, Organização e Fomento da Cadeia Produtiva, Eixo 6 Sanidade, Biossegurança e Bem-estar Animal, Eixo 7 Geração e Gestão de Dados",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2020-6300. E-mails: ouvidoria@mpa.gov.br.
POL002,Programa Povos da Pesca Artesanal,Nacional,"programa estruturante (ações de fomento, capacitação, crédito e assistência)",MPA,"Apoio à organização social da pesca artesanal, fortalecimento da produção, acesso a políticas públicas, crédito e capacitação","- Ser pescador/a artesanal (obrigatório)
- Organização social (obrigatório)
- RGP ativo (obrigatório)
- Declaração da associação (obrigatório)
- Cadastro no Programa (obrigatório)
- Participação em oficinas/eventos
- Vínculo educacional (obrigatório)
- Declaração escolar (obrigatório)",Decreto nº 11.626/2023 (institui o Programa Povos da Pesca Artesanal),https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2023/decreto/D11626.htm,https://www.gov.br/mpa/pt-br/assuntos/pesca/programa-povos-da-pesca-artesanal,(61) 2020-6300,ouvidoria@mpa.gov.br,https://www.gov.br/mpa,,"Ações de enfrentamento à tragédia de derramamento de petróleo, Programa Fortalecimento Produtivo dos Territórios Pesqueiros Artesanais, Programa Jovem Cientista da Pesca Artesanal, Programa Saberes das Águas",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2020-6300. E-mails: ouvidoria@mpa.gov.br.
POL007,Registro Geral da Atividade Pesqueira (RGP),Nacional,registro público (licença obrigatória),MPA,"Documento oficial que habilita o pescador ou pescadora a exercer a atividade pesqueira profissional e acessar políticas públicas específicas (ex.: Seguro-Defeso, PRONAF Pesca)","- Ser pescador/a artesanal (obrigatório)
- Residência em território pesqueiro (obrigatório)
- Documento pessoal (obrigatório)
- Declaração de colônia/associação
- Cadastro no sistema do MPA (obrigatório)
- Entrega de documentos (obrigatório)
- Renovação periódica (obrigatório)",Lei nº 11.959/2009 (Política Nacional de Pesca e Aquicultura),https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11959.htm,https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pescador-e-pescadora-profissional/lancamento-do-novo-sistema-para-cadastramento-e-recadastramento-de-pescadores-e-pescadoras/cadastramento-e-recadastramento-de-pescador-profissional,(61) 2020-6300,rgp@mpa.gov.br,https://www.gov.br/mpa,,,Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2020-6300. E-mails: rgp@mpa.gov.br.
POL008,Seguro-Defeso (Benefício de Prestação Continuada durante o defeso),Nacional,benefício social (seguro-desemprego específico),MTE,"Benefício mensal equivalente a 1 salário mínimo durante o período de defeso, podendo ser pago em parcelas mensais ou acumuladas em parcela única, condicionado à comprovação da atividade e homologação municipal","- Ser pescador artesanal (obrigatório)
- Defeso reconhecido (obrigatório)
- RGP válido (obrigatório)
- CPF e documentos bancários (obrigatório)
- Comprovação de comercialização do pescado (obrigatório)
- Solicitação no INSS/Meu INSS (obrigatório)
- Conferência de dados (obrigatório)
- Pagamento mensal (obrigatório)",Decreto nº 12.527/2025 (regulamenta o Seguro-Defeso),https://www.in.gov.br/en/web/dou/-/decreto-n-12.527-de-24-de-junho-de-2025-638087503,https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2025/decreto/d12527.htm,135 / (61) 3276-5073,pesqbrasil.rgp@mpa.gov.br,https://www.gov.br/mpa,"• valor_parcela: 1518
• parcelas_min: 2
• parcelas_max: 5
• processamento_dias: 45
• CIN_obrigatoria: até 31/12/2025",,Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: 135 / (61) 3276-5073. E-mails: pesqbrasil.rgp@mpa.gov.br.
POL013,Plano Nacional da Promoção das Cadeias de Produtos da Sociobiodiversidade (PNPSB),Nacional,plano estruturante de fomento produtivo,Ministério Do Desenvolvimento E Assistência Social,"Promove o fortalecimento das cadeias da sociobiodiversidade (castanha, açaí, babaçu, borracha, pescado, entre outros) articulando políticas de crédito, subvenção (PGPM-Bio), ATER, comercialização institucional (PAA/PNAE) e agregação de valor","- Agricultor/pescador/extrativista familiar (obrigatório)
- Organização comunitária (obrigatório)
- CAF/DAP ativo (obrigatório)
- Declaração de origem do produto (obrigatório)
- Submissão a editais PNPSB (obrigatório)
- Produto contemplado (obrigatório)
- Nota fiscal (obrigatório)",Portaria Interministerial nº 239/2009 (institui a PNPSB),https://www.gov.br/mda/pt-br/assuntos/sociobiodiversidade/portaria-interministerial-n-239-de-21-de-julho-de-2009.pdf,https://www.conab.gov.br/politicas-agricolas/pgpm-bio,(61) 2028-1000,faleconosco@mma.gov.br,https://www.gov.br/mma,,,Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2028-1000. E-mails: faleconosco@mma.gov.br.
POL020,Programa Cisternas,Nacional,infraestrutura social (cisternas de consumo e produção) + capacitação,Ministério Do Desenvolvimento E Assistência Social,"Oferece tecnologias sociais de captação e armazenamento de água de chuva para consumo humano e produção de alimentos, garantindo acesso à água potável e segurança alimentar no semiárido e outras regiões vulneráveis","- Residência em área de escassez hídrica (obrigatório)
- Situação de pobreza ou extrema pobreza (obrigatório)
- CadÚnico atualizado (obrigatório)
- Declaração comunitária
- Inscrição no programa (obrigatório)
- Seleção e priorização (obrigatório)
- Construção e capacitação (obrigatório)",Lei nº 12.873/2013 (inclui as cisternas no PPA e em programas federais),https://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2013/Lei/L12873.htm,https://www.gov.br/mds/pt-br/acoes-e-programas/inclusao-produtiva/programa-cisternas,121,cisternas@mds.gov.br,https://www.gov.br/mds,"• cisterna_consumo: 16.000 litros
• cisterna_producao: 52.000 litros
• condicionalidade: CadÚnico + insegurança hídrica",,Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: 121. E-mails: cisternas@mds.gov.br.
POL018,Programa Fomento às Atividades Produtivas Rurais,Nacional,benefício financeiro não reembolsável + assistência técnica (ATER),Ministério Do Desenvolvimento E Assistência Social,"Transferência direta de recursos financeiros, em caráter não reembolsável, para apoiar projetos produtivos sustentáveis de famílias rurais em situação de pobreza, acompanhada por serviços de assistência técnica e extensão rural","- Situação de extrema pobreza (obrigatório)
- Agricultor/pescador familiar (obrigatório)
- CadÚnico (obrigatório)
- CAF/DAP ativo (obrigatório)
- Valor do benefício (obrigatório)
- Valor do benefício coletivo (obrigatório)
- Elaboração do projeto (obrigatório)
- Execução e comprovação (obrigatório)",Decreto nº 9.221/2017 (regulamenta o Programa de Fomento),https://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2017/Decreto/D9221.htm,https://www.gov.br/mds/pt-br/acoes-e-programas/inclusao-produtiva/programa-fomento,121,inclusaoprodutiva@mds.gov.br,https://www.gov.br/mds,"• valor_familia: R$ 2.400,00 – R$ 3.000,00
• valor_coletivo: até R$ 6.400,00
• parcelas: até 2
• condicionalidade: ATER obrigatória","Fomento Coletivo, Fomento Familiar",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: 121. E-mails: inclusaoprodutiva@mds.gov.br.
POL019,Programa de Apoio à Conservação Ambiental (Bolsa Verde),Nacional,benefício financeiro condicionado à conservação ambiental,Ministério Do Desenvolvimento E Assistência Social,"Transferência trimestral de recurso financeiro a famílias em extrema pobreza residentes em áreas de conservação ou assentamentos ambientalmente diferenciados, como incentivo à conservação ambiental e inclusão social","- Situação de extrema pobreza (obrigatório)
- Residência em área prioritária (obrigatório)
- CadÚnico atualizado (obrigatório)
- Declaração comunitária/territorial (obrigatório)
- Cadastro no programa (obrigatório)
- Valor do benefício (obrigatório)",Lei nº 12.512/2011 (institui o Programa de Apoio à Conservação Ambiental – Bolsa Verde),https://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2011/Lei/L12512.htm,https://www.gov.br/mds/pt-br/acoes-e-programas/inclusao-produtiva/programa-bolsa-verde,(61) 2028-1000,bolsaverde@mma.gov.br,https://www.gov.br/mma,"• valor_trimestral: 600
• valor_anual: 2400
• parcelas: 4
• condicionalidade: residência em UC/RESEX/assentamento ambiental","Assentamentos Sustentáveis, Famílias em RDS, Famílias em RESEX",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 2028-1000. E-mails: bolsaverde@mma.gov.br.
POL011,Programa de Aquisição de Alimentos (PAA),Nacional,compra pública com doação simultânea / formação de estoques,Ministério Do Desenvolvimento E Assistência Social,"Compra direta de alimentos produzidos pela agricultura familiar e pesca artesanal, com preços de referência, para abastecer equipamentos públicos de alimentação e entidades socioassistenciais","- Agricultor/pescador familiar (obrigatório)
- CAF/DAP ativo (obrigatório)
- Projeto de venda (obrigatório)
- Participar de chamada pública (obrigatório)
- Entrega dos produtos (obrigatório)
- Organização coletiva (obrigatório)
- Produtor de leite familiar (obrigatório)
- Venda a órgão público (obrigatório)",Decreto nº 7.775/2012 (regulamenta o PAA),https://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Decreto/D7775.htm,https://paa.mds.gov.br/page/,(61) 3312-6666,ouvidoria@conab.gov.br,https://www.conab.gov.br,"• teto_individual: R$ 15.000,00/ano
• teto_coletivo: R$ 1.500.000,00/ano
• preco_referencia: preços CONAB
• modalidades: Doação Simultânea; Compra Direta; Formação de Estoques; Incentivo à Produção de Leite
• prazo_pagamento: até 30 dias","Compra Institucional, Compra com Doação Simultânea (CDS), Formação de Estoques (CPR-Estoque), Incentivo à Produção e ao Consumo de Leite (PAA-Leite)",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 3312-6666. E-mails: ouvidoria@conab.gov.br.
POL031,Garantia-Safra,Regional,seguro agrícola,MDA/MAPA,Pagamento de benefício financeiro quando houver perda superior a 50% da produção por seca/excesso de chuva,"- Agricultor familiar de baixa renda (obrigatório)
- Cultivo de culturas alimentares básicas (obrigatório)
- CAF/DAP ativo (obrigatório)
- Declaração de plantio (obrigatório)
- Inscrição no programa (obrigatório)
- Pagamento de contribuição (obrigatório)
- Habilitação e adesão municipal (obrigatório)
- Valor do benefício (obrigatório)",Decreto nº 4.962/2004 (regulamenta a Lei 10.420/2002),https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d4962.htm,Gov.br Garantia Safra,(61) 3218-3319,garantiasafra.cgs@mda.gov.br,https://www.gov.br/mda,"• beneficio_total_anual: 1200
• parcelas: 5 x R$ 240,00
• contribuicao_familiar: “taxa de adesão anual”
• contribuicao_municipio_estado_uniao: “cofinanciamento compartilhado”","Complemento Federal, Contribuição Estadual, Contribuição Familiar, Contribuição Municipal",Confira os critérios listados. Acesse a página oficial (Mais informações). Use o site de atendimento informado. Telefones: (61) 3218-3319. E-mails: garantiasafra.cgs@mda.gov.br.
